uid,domainID,siteID,plotID,trapCoordinate,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,date,eventID,individualID,taxonID,scientificName,taxonRank,identificationQualifier,identificationStatus,sex,reproductiveCondition,recapture,fate,replacedTag,lifeStage,testes,nipples,pregnancyStatus,vagina,hindfootLength,earLength,tailLength,totalLength,weight,bloodSampleID,bloodSampleMethod,fecalSampleID,fecalSampleCondition,earSampleID,hairSampleID,whiskerSampleID,voucherSampleID,measuredBy,recordedBy,remarks,consistencyTagIDSexQF,consistencyTagIDTaxonIDQF,consistencyTagIDLifeStageQF,orderTagIDRecaptureQF,orderTagIDLifeStageQF,,
2553BB3F1CB2458CA3749590504E15C3,D01,BART,BART_007,B5,mixedForest,44.051104,-71.298752,WGS84,,427.5,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.0R0525,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,subadult,nonscrotal,,,,20,13,84,,15,BART.20140701.R0525.B,mandibular,BART.20140701.R0525.F,old,BART.20140701.R0525.E,BART.20140701.R0525.H,BART.20140701.R0525.H,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,0,0,-1,0,,
200C55EC423745A2B7F7CC6C1681778F,D01,BART,BART_007,G10,mixedForest,44.050667,-71.298111,WGS84,,422.4,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.0R1008,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,,,juvenile,,nonenlarged,not,neither,18,11,77,,12,,unsuccessful,BART.20140701.R1008.F,fresh,BART.20140701.R1008.E,BART.20140701.R1008.H,BART.20140701.R1008.H,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,0,0,-1,0,,
13A4EFC864514396866025C3C0748235,D01,BART,BART_015,B10,mixedForest,44.042447,-71.275427,WGS84,,453.2,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.126360,NAIN,Napaeozapus insignis,species,, ,F,R,Y,,,adult,,nonenlarged,pregnant,swollen,31,,,,36,BART.20140701.126360.B,mandibular,BART.20140701.126360.F,old,BART.20140701.126360.E,,,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,"30g scale broken, all subsequent animals (denoted in remarks) on 7/1 weighed with 100g scale so accuracy is questionable.   Recap but ear was not taken during previous bout due to time constraints.  Ear taken today.",0,0,0,-1,0,,
96F91501BDDA48B0B807CE86837C0D55,D01,BART,BART_015,H5,mixedForest,44.042912,-71.274696,WGS84,,442.2,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.0R0589,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,subadult,nonscrotal,,,,20,13,86,,14,BART.20140701.R0589.B,mandibular,BART.20140701.R0589.F,old,BART.20140701.R0589.E,BART.20140701.R0589.H,BART.20140701.R0589.H,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,"30g scale broken, all subsequent animals (denoted in remarks) on 7/1 weighed with 100g scale so accuracy is questionable. ",0,0,0,-1,0,,
4FFD23EB0FE2443CAC8D166A1FD57EEB,D01,BART,BART_015,A4,mixedForest,44.042985,-71.275572,WGS84,,445.2,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.0R0535,PELE,Peromyscus leucopus,species,cf. species, ,M,N,N,,,juvenile,nonscrotal,,,,21,16,88,,13,,unsuccessful,BART.20140701.R0535.F,fresh,BART.20140701.R0535.E,BART.20140701.R0535.H,BART.20140701.R0535.H,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,"30g scale broken, all subsequent animals (denoted in remarks) on 7/1 weighed with 100g scale so accuracy is questionable. ",0,0,1,-1,1,,
32361E345C504CC6A3C955FBAFD90BD7,D01,BART,BART_015,D7,mixedForest,44.042722,-71.275188,WGS84,,447.6,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.0R0423,PELE,Peromyscus leucopus,species,cf. species, ,M,N,N,,,adult,nonscrotal,,,,19,15,93,,20,BART.20140701.R0423.B,mandibular,BART.20140701.R0423.F,fresh,BART.20140701.R0423.E,BART.20140701.R0423.H,BART.20140701.R0423.H,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,"30g scale broken, all subsequent animals (denoted in remarks) on 7/1 weighed with 100g scale so accuracy is questionable. ",0,0,0,-1,0,,
10473A150A554298B6B01839714A2542,D01,BART,BART_015,A8,mixedForest,44.042625,-71.275558,WGS84,,451,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.0R0534,PELE,Peromyscus leucopus,species,cf. species, ,F,N,N,,,adult,,nonenlarged,not,neither,20,16,95,,19,BART.20140701.R0534.B,mandibular,BART.20140701.R0534.F,old,BART.20140701.R0534.E,BART.20140701.R0534.H,BART.20140701.R0534.H,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,"30g scale broken, all subsequent animals (denoted in remarks) on 7/1 weighed with 100g scale so accuracy is questionable. ",0,0,0,-1,0,,
FB1ABF0B6C2F48009BFCA9C702DD5868,D01,BART,BART_007,D10,mixedForest,44.050659,-71.298485,WGS84,,426.9,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.0R0522,NAIN,Napaeozapus insignis,species,, ,F,R,N,,,adult,,enlarged,not,neither,28,,,,24,BART.20140701.R0522.B,mandibular,BART.20140701.R0522.F,old,,,,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,Three unsuccessful pit tag attempts in a row led to the decision to ear tag. ,0,0,0,-1,0,,
4AB2395AB86B4CA3B6789D6C7F2EA18E,D01,BART,BART_015,I5,mixedForest,44.042915,-71.274571,WGS84,,441.6,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.005654,NAIN,Napaeozapus insignis,species,, ,F,R,N,,,adult,,nonenlarged,pregnant,swollen,33,,,,26,BART.20140701.005654.B,mandibular,BART.20140701.005654.F,old,BART.20140701.005654.E,,,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,,0,0,0,-1,0,,
7A39FDEF67424568B2DBF06418C36F21,D01,BART,BART_015,I1,mixedForest,44.043275,-71.274585,WGS84,,436,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.973148,NAIN,Napaeozapus insignis,species,, ,F,R,N,,,adult,,nonenlarged,not,swollen,31,,,,24,BART.20140701.973148.B,mandibular,BART.20140701.973148.F,fresh,BART.20140701.973148.E,,,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,,0,0,0,-1,0,,
F73421B8FFA64C698AEF824B8A3EFE9E,D01,BART,BART_015,J7,mixedForest,44.042737,-71.274439,WGS84,,443.8,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.0R0138,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,adult,nonscrotal,,,,20,15,82,,17,BART.20140701.R0138.B,mandibular,,,BART.20140701.R0138.E,BART.20140701.R0138.H,BART.20140701.R0138.H,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,,0,0,1,-1,1,,
F667991B12A444C397B32287552BB0F9,D01,BART,BART_015,I4,mixedForest,44.043005,-71.274574,WGS84,,440.2,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.0R0411,PELE,Peromyscus leucopus,species,cf. species, ,F,R,N,,,adult,,enlarged,not,neither,20,16,86,,18,BART.20140701.R0411.B,mandibular,BART.20140701.R0411.F,fresh,BART.20140701.R0411.E,BART.20140701.R0411.H,BART.20140701.R0411.H,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,"30g scale broken, all subsequent animals (denoted in remarks) on 7/1 weighed with 100g scale so accuracy is questionable. ",0,1,0,-1,0,,
0207FF15280B4E589830A93D6239D157,D01,BART,BART_015,I2,mixedForest,44.043185,-71.274581,WGS84,,437.4,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.0R0185,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,,,adult,,nonenlarged,not,neither,21,14,88,,14,BART.20140701.R0185.B,mandibular,BART.20140701.R0185.F,old,BART.20140701.R0185.E,BART.20140701.R0185.H,BART.20140701.R0185.H,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,"30g scale broken, all subsequent animals (denoted in remarks) on 7/1 weighed with 100g scale so accuracy is questionable. ",0,0,0,-1,0,,
5268AC5BB2274C4D8E5E25E1AEA60738,D01,BART,BART_007,I9,mixedForest,44.050762,-71.297865,WGS84,,418.8,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.0R1003,PELE,Peromyscus leucopus,species,cf. species, ,M,N,N,,,subadult,nonscrotal,,,,20,11,77,,18,,unsuccessful,BART.20140701.R1003.F,fresh,BART.20140701.R1003.E,BART.20140701.R1003.H,BART.20140701.R1003.H,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,0,0,-1,0,,
AAEC6999EA234CD7B05DB92E413045CC,D01,BART,BART_015,E9,mixedForest,44.042545,-71.275056,WGS84,,449.8,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.0R0419,PELE,Peromyscus leucopus,species,cf. species, ,F,N,N,,,subadult,,nonenlarged,not,neither,21,16,88,,15,BART.20140701.R0419.B,mandibular,BART.20140701.R0419.F,old,BART.20140701.R0419.E,BART.20140701.R0419.H,BART.20140701.R0419.H,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,"30g scale broken, all subsequent animals (denoted in remarks) on 7/1 weighed with 100g scale so accuracy is questionable. ",0,0,0,-1,0,,
AF38E37F7ED343BE90D2B3986972C8D9,D01,BART,BART_007,A10,mixedForest,44.050652,-71.298859,WGS84,,431.5,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.421447,NAIN,Napaeozapus insignis,species,, ,F,N,N,escaped,,adult,,nonenlarged,not,neither,30,,,,,BART.20140701.421447.B,mandibular,BART.20140701.421447.F,old,BART.20140701.421447.E,,,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,0,0,-1,0,,
6A59AC7A04764371BA361E228BC01432,D01,BART,BART_015,B9,mixedForest,44.042537,-71.27543,WGS84,,451.8,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.006287,NAIN,Napaeozapus insignis,species,, ,F,R,N,,,adult,,nonenlarged,pregnant,swollen,34,,,,28,BART.20140701.006287.B,mandibular,BART.20140701.006287.F,fresh,BART.20140701.006287.E,,,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,"After bleed attempt, bleeding from ear and nose.  Recovered and released. ",0,0,0,-1,0,,
C7CC93FA11744E8792B5CB1F012A3626,D01,BART,BART_015,D6,mixedForest,44.042812,-71.275191,WGS84,,446.2,,7/1/2014,MAM.BART.2014.07,,NAIN,Napaeozapus insignis,species,, ,,N,N,escaped,,adult,,,not,,,,,,,,,,,,,,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,,-1,-1,-1,-1,-1,,
EBD4B8E102234D3FA407F562A4587082,D01,BART,BART_015,D2,mixedForest,44.043172,-71.275205,WGS84,,440.4,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.0R0541,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,,,adult,,nonenlarged,not,neither,20,16,91,,15,,unsuccessful,BART.20140701.R0541.F,fresh,BART.20140701.R0541.E,BART.20140701.R0541.H,BART.20140701.R0541.H,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,"30g scale broken, all subsequent animals (denoted in remarks) on 7/1 weighed with 100g scale so accuracy is questionable. ",0,0,0,-1,0,,
6C0EC9BAC0A04F4AB1B7EC56B6DDF228,D01,BART,BART_015,A10,mixedForest,44.042445,-71.275551,WGS84,,453.9,,7/1/2014,MAM.BART.2014.07,,BLBR,Blarina brevicauda,species,, ,F,N,N,,,adult,,,not,,,,,,,,,,,,,,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,,-1,-1,-1,-1,-1,,
9C77CDA96C31408393C52CF4A11061F2,D01,BART,BART_015,A1,mixedForest,44.043255,-71.275582,WGS84,,440.7,,7/1/2014,MAM.BART.2014.07,NEON.MAM.D01.0R0536,PELE,Peromyscus leucopus,species,cf. species, ,M,R,N,,,adult,scrotal,,,,21,14,85,,24,BART.20140701.R0536.B,mandibular,BART.20140701.R0536.F,old,BART.20140701.R0536.E,BART.20140701.R0536.H,BART.20140701.R0536.H,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,"30g scale broken, all subsequent animals (denoted in remarks) on 7/1 weighed with 100g scale so accuracy is questionable. ",0,0,0,-1,0,,
97F9F13B4D1D424F8EC03BD1183F7AD7,D01,BART,BART_015,H10,mixedForest,44.042462,-71.274678,WGS84,,449.2,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R0582,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,subadult,nonscrotal,,,,19,12,80,,13,,,BART.20140702.R0582.F,old,,,,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,jutz@neoninc.org is the handler and aspink@field-ops.orf is the recorder.,0,0,1,-1,1,,
A39EA471619345189B365E86A7ACFB4C,D01,BART,BART_007,C6,mixedForest,44.051017,-71.298623,WGS84,,426.4,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R1007,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,subadult,nonscrotal,,,,19,12,80,,15,,,BART.20140702.R1007.F,fresh,,,,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,1,0,-1,0,,
12D8B4ADE9A041299E15B4270B1FD2B1,D01,BART,BART_007,A7,mixedForest,44.050922,-71.298869,WGS84,,430,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R1003,PELE,Peromyscus leucopus,species,cf. species, ,M,N,Y,,,subadult,nonscrotal,,,,18,11,80,,17,,unsuccessful,BART.20140702.R1003.F,fresh,,,,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,0,0,-1,0,,
1573B20D443E4B428F977FF6B43F1A73,D01,BART,BART_007,A6,mixedForest,44.051012,-71.298873,WGS84,,429.5,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R1011,PELE,Peromyscus leucopus,species,cf. species, ,M,N,N,,,subadult,nonscrotal,,,,19,12,85,,17,BART.20140702.R1011.B,mandibular,BART.20140702.R1011.F,fresh,BART.20140702.R1011.E,BART.20140702.R1011.H,BART.20140702.R1011.H,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,1,0,-1,0,,
C411494580AD4F12A63C61DCB617D7B4,D01,BART,BART_007,B6,mixedForest,44.051014,-71.298748,WGS84,,428,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R0525,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,subadult,nonscrotal,,,,18,11,83,,15,,,BART.20140702.R0525.F,old,,,,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,0,0,-1,0,,
8114F1AB06D041099D8749FB682048D3,D01,BART,BART_007,A2,mixedForest,44.051372,-71.298887,WGS84,,427.5,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R0031,PELE,Peromyscus leucopus,species,cf. species, ,F,R,Y,,,adult,,enlarged,pregnant,swollen,18,14,84,,20,BART.20140702.R0031.B,mandibular,BART.20140702.R0031.F,old,,,,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,0,0,-1,0,,
376283DFAA5E4A2393EA482581AB3D59,D01,BART,BART_007,A4,mixedForest,44.051192,-71.29888,WGS84,,428.5,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R1010,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,subadult,nonscrotal,,,,21,11,90,,15,BART.20140702.R1010.B,mandibular,BART.20140702.R1010.F,old,BART.20140702.R1010.E,BART.20140702.R1010.H,BART.20140702.R1010.H,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,0,0,-1,0,,
D2E2CD8398E14135936435873A596338,D01,BART,BART_007,D3,mixedForest,44.051289,-71.298509,WGS84,,423.4,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R1015,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,juvenile,nonscrotal,,,,18,12,88,,13,BART.20140702.R1015.B,mandibular,,,BART.20140702.R1015.E,BART.20140702.R1015.H,BART.20140702.R1015.H,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,0,0,-1,0,,
5255B92BC0B64736B672F0EB23E5C6EC,D01,BART,BART_007,A3,mixedForest,44.051282,-71.298883,WGS84,,428,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R1009,PELE,Peromyscus leucopus,species,cf. species, ,F,R,N,,,adult,,nonenlarged,pregnant,neither,20,14,83,,21,,unsuccessful,BART.20140702.R1009.F,old,BART.20140702.R1009.E,BART.20140702.R1009.H,BART.20140702.R1009.H,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,0,0,-1,0,,
54D6371BF9DC44258DF618D2A68FFFD1,D01,BART,BART_007,D1,mixedForest,44.051469,-71.298516,WGS84,,422.4,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R1014,PELE,Peromyscus leucopus,species,cf. species, ,F,N,N,,,subadult,,nonenlarged,not,neither,18,12,82,,14,BART.20140702.R1014.B,mandibular,BART.20140702.R1014.F,old,BART.20140702.R1014.E,BART.20140702.R1014.H,BART.20140702.R1014.H,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,0,0,-1,0,,
EEE4668D548041D782CC43CBDA25195C,D01,BART,BART_007,A1,mixedForest,44.051461,-71.29889,WGS84,,426.9,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R1025,PEMA,Peromyscus maniculatus,species,cf. species, ,F,N,N,,,subadult,,nonenlarged,not,neither,20,11,81,,14,,unsuccessful,BART.20140702.R1025.F,old,BART.20140702.R1025.E,BART.20140702.R1025.H,BART.20140702.R1025.H,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,0,0,-1,0,,
C8C11D585BFA4BC6956A5E64C16853E0,D01,BART,BART_007,E2,mixedForest,44.051382,-71.298388,WGS84,,421.4,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R1016,PELE,Peromyscus leucopus,species,cf. species, ,M,N,N,,,subadult,nonscrotal,,,,16,13,78,,15,BART.20140702.R1016.B,mandibular,BART.20140702.R1016.F,old,BART.20140702.R1016.E,BART.20140702.R1016.H,BART.20140702.R1016.H,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,1,1,-1,1,,
E2C3E12E8F3041FDA2A8546E5128CEC5,D01,BART,BART_015,I9,mixedForest,44.042555,-71.274557,WGS84,,447.2,,7/2/2014,MAM.BART.2014.07,,BLBR,Blarina brevicauda,species,, ,F,N,N,,,adult,,,not,,,,,,,,,,,,,,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,jutz@neoninc.org is the handler and aspink@field-ops.orf is the recorder.,-1,-1,-1,-1,-1,,
EF2D1AC631D74F7FA7C71B1088499876,D01,BART,BART_007,F7,mixedForest,44.050934,-71.298246,WGS84,,422.4,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.O007F7,PELE,Peromyscus leucopus,species,cf. species, ,M,R,N,escaped,,adult,scrotal,,,,,,,,,,,BART.20140702.O007F7.F,fresh,,,,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,0,0,-1,0,,
77F9FCA1205240A38C3C7AD3C32CA773,D01,BART,BART_015,H5,mixedForest,44.042912,-71.274696,WGS84,,442.2,,7/2/2014,MAM.BART.2014.07,,BLBR,Blarina brevicauda,species,, ,M,N,N,,,adult,,,,,,,,,,,,,,,,,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,jutz@neoninc.org is the handler and aspink@field-ops.orf is the recorder.,-1,-1,-1,-1,-1,,
8A31F18DB1824F6AB4274AF84B1D9FB2,D01,BART,BART_015,I2,mixedForest,44.043185,-71.274581,WGS84,,437.4,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.005968,NAIN,Napaeozapus insignis,species,, ,F,R,N,,,adult,,nonenlarged,pregnant,neither,30,,,,27,,unsuccessful,BART.20140702.005968.F,fresh,BART.20140702.005968.E,,,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,"Blood was drawn but dispersed into fur, sample collection was unsuccessful.  jutz@neoninc.org is the handler and aspink@field-ops.orf is the recorder.",0,0,0,-1,0,,
8E385045378A417A9449EA091203F87F,D01,BART,BART_015,I5,mixedForest,44.042915,-71.274571,WGS84,,441.6,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R0181,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,adult,nonscrotal,,,,19,14,84,,17,BART.20140702.R0181.B,mandibular,BART.20140702.R0181.F,old,,BART.20140702.R0181.H,BART.20140702.R0181.H,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,jutz@neoninc.org is the handler and aspink@field-ops.orf is the recorder.,0,0,0,-1,0,,
65D881378CCC4A71B20E819521AA3BDC,D01,BART,BART_015,H4,mixedForest,44.043002,-71.274699,WGS84,,440.8,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R0589,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,Y,,,subadult,nonscrotal,,,,19,15,84,,13,,,BART.20140702.R0589.F,old,,,,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,jutz@neoninc.org is the handler and aspink@field-ops.orf is the recorder.,0,0,0,-1,0,,
34282EAB6BE5419A8326B264E5B3C36D,D01,BART,BART_007,G4,mixedForest,44.051207,-71.298131,WGS84,,419.4,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R1004,PELE,Peromyscus leucopus,species,cf. species, ,M,R,Y,,,adult,scrotal,,,,18,13,82,,20,,,BART.20140702.R1004.F,fresh,,,,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,0,0,-1,0,,
A79AF845EF3D486C817EC0D4D2B68548,D01,BART,BART_015,J4,mixedForest,44.043007,-71.27445,WGS84,,439.7,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R1188,TAST,Tamias striatus,species,, ,M,N,N,,,adult,nonscrotal,,,,32,,,,80,,,BART.20140702.R1188.F,old,,,,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,jutz@neoninc.org is the handler and aspink@field-ops.orf is the recorder.,0,0,0,-1,0,,
2B1945ABE2924293AB46A905CAACB9B4,D01,BART,BART_015,H2,mixedForest,44.043182,-71.274706,WGS84,,438,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R1200,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,adult,nonscrotal,,,,19,14,91,,15,BART.20140702.R1200.B,mandibular,BART.20140702.R1200.F,old,BART.20140702.R1200.E,BART.20140702.R1200.H,BART.20140702.R1200.H,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,jutz@neoninc.org is the handler and aspink@field-ops.orf is the recorder.,0,0,0,-1,0,,
0FCCA2D3D8B8459DBF3AB036F127FFCF,D01,BART,BART_015,H3,mixedForest,44.043092,-71.274702,WGS84,,439.4,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R1198,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,adult,nonscrotal,,,,18,15,82,,15,,unsuccessful,BART.20140702.R1198.F,old,BART.20140702.R1198.E,BART.20140702.R1198.H,BART.20140702.R1198.H,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,jutz@neoninc.org is the handler and aspink@field-ops.orf is the recorder.,0,0,0,-1,0,,
CB65AEA9C4224C00A597985D00575AD2,D01,BART,BART_015,H6,mixedForest,44.042822,-71.274692,WGS84,,443.6,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R1199,PEMA,Peromyscus maniculatus,species,cf. species, ,M,N,N,,,subadult,nonscrotal,,,,18,15,89,,13,BART.20140702.R1199.B,mandibular,BART.20140702.R1199.F,fresh,BART.20140702.R1199.E,BART.20140702.R1199.H,BART.20140702.R1199.H,,xtX2wdxqzbi7dInVejdB3T/DDgc6ot5w,CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv,jutz@neoninc.org is the handler and aspink@field-ops.orf is the recorder.,0,0,0,-1,0,,
934C3C8137904C5EA943BA7961416B42,D01,BART,BART_007,D10,mixedForest,44.050659,-71.298485,WGS84,,426.9,,7/2/2014,MAM.BART.2014.07,NEON.MAM.D01.0R1013,PELE,Peromyscus leucopus,species,cf. species, ,F,N,N,,,subadult,,nonenlarged,not,neither,20,11,68,,13,BART.20140702.R1013.B,mandibular,BART.20140702.R1013.F,fresh,BART.20140702.R1013.E,BART.20140702.R1013.H,BART.20140702.R1013.H,,pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y,Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF,,0,0,0,-1,0,,
